ID,label
894,4
895,1
896,3
897,1
898,4
899,1
900,8
901,3
902,8
903,8
904,1
905,8
906,3
907,4
908,1
909,3
910,4
911,8
912,8
913,4
914,1
915,1
916,4
917,1
918,3
919,3
920,8
921,1
922,8
923,4
924,8
925,3
926,3
927,3
928,4
929,3
930,1
931,1
932,4
933,4
934,4
935,8
936,1
937,8
938,3
939,3
940,3
941,1
942,1
943,8
944,8
945,4
946,8
947,8
948,4
949,4
950,3
951,8
952,1
953,3
954,4
955,3
956,3
957,3
958,3
959,3
960,3
961,4
962,1
963,1
964,8
965,1
966,1
967,4
968,8
969,1
970,3
971,8
972,3
973,8
974,3
975,4
976,1
977,3
978,8
979,4
980,1
981,1
982,8
983,3
984,1
985,4
986,3
987,3
988,3
989,4
990,1
991,4
992,3
993,8
994,4
995,1
996,1
997,8
998,8
999,8
1000,1
1001,1
1002,1
1003,3
1004,8
1005,4
1006,1
1007,8
1008,4
1009,3
1010,4
1011,4
1012,1
1013,8
1014,4
1015,3
1016,3
1017,4
1018,4
1019,4
1020,1
1021,8
1022,4
1023,4
1024,8
1025,1
1026,1
1027,1
1028,3
1029,3
1030,3
1031,8
1032,8
1033,8
1034,3
1035,4
1036,1
1037,1
1038,3
1039,8
1040,4
1041,1
1042,1
1043,4
1044,3
1045,4
1046,8
1047,3
1048,8
1049,4
1050,1
1051,1
1052,4
1053,8
1054,8
1055,1
1056,8
1057,3
1058,3
1059,1
1060,4
1061,4
1062,8
1063,4
1064,8
1065,8
1066,8
1067,4
1068,1
1069,8
1070,8
1071,3
1072,8
1073,4
1074,8
1075,4
1076,8
1077,4
1078,1
1079,8
1080,8
1081,1
1082,3
1083,4
1084,8
1085,3
1086,4
1087,1
1088,1
1089,4
1090,1
1091,8
1092,8
1093,1
1094,8
1095,3
1096,4
1097,1
1098,1
1099,3
1100,4
1101,1
1102,4
1103,3
1104,8
1105,3
1106,8
1107,1
1108,1
1109,4
1110,4
1111,8
1112,3
1113,3
1114,3
1115,3
1116,4
1117,3
1118,3
1119,3
1120,4
1121,3
1122,1
1123,8
1124,1
1125,3
1126,4
1127,3
1128,1
1129,8
1130,3
1131,4
1132,1
1133,8
1134,3
1135,1
1136,8
1137,1
1138,1
1139,3
1140,3
1141,4
1142,4
1143,8
1144,8
1145,8
1146,1
1147,8
1148,1
1149,3
1150,4
1151,8
1152,4
1153,1
1154,1
1155,3
1156,3
1157,1
1158,1
1159,3
1160,8
1161,4
1162,8
1163,8
1164,1
1165,1
1166,4
1167,4
1168,1
1169,1
1170,8
1171,8
1172,3
1173,1
1174,3
1175,8
1176,8
1177,4
1178,1
1179,3
1180,1
1181,3
1182,8
1183,3
1184,1
1185,1
1186,8
1187,4
1188,8
1189,4
1190,3
1191,1
1192,1
1193,1
1194,1
1195,8
1196,3
1197,1
1198,4
1199,1
1200,4
1201,4
1202,1
1203,1
1204,8
1205,1
1206,4
1207,8
1208,4
1209,8
1210,1
1211,3
1212,4
1213,8
1214,1
1215,8
1216,4
1217,1
1218,8
1219,8
1220,3
1221,1
1222,3
1223,3
1224,3
1225,4
1226,1
1227,3
1228,8
1229,3
1230,4
1231,8
1232,3
1233,4
1234,1
1235,4
1236,3
1237,3
1238,1
1239,3
1240,1
1241,3
1242,4
1243,4
1244,1
1245,4
1246,4
1247,4
1248,8
1249,1
1250,4
1251,4
1252,3
1253,1
1254,8
1255,1
1256,8
1257,1
1258,3
1259,4
1260,1
1261,3
1262,8
1263,3
1264,1
1265,1
1266,1
1267,1
1268,8
1269,3
1270,3
1271,4
1272,1
1273,8
1274,1
1275,1
1276,3
1277,3
1278,4
1279,4
1280,3
1281,8
1282,1
1283,8
1284,8
1285,1
1286,1
1287,1
1288,1
1289,8
1290,4
1291,8
1292,8
1293,4
1294,1
1295,1
1296,4
1297,1
1298,4
1299,3
1300,1
1301,8
1302,8
1303,4
1304,3
1305,4
1306,1
1307,8
1308,8
1309,1
1310,8
1311,3
1312,1
1313,4
1314,3
1315,3
1316,1
1317,4
1318,8
1319,4
1320,3
1321,8
1322,1
1323,8
1324,1
1325,4
1326,1
1327,8
1328,4
1329,1
1330,4
1331,1
1332,1
1333,3
1334,1
1335,1
1336,3
1337,3
1338,8
1339,4
1340,1
1341,4
1342,4
1343,4
1344,4
1345,1
1346,8
1347,3
1348,4
1349,1
1350,1
1351,4
1352,3
1353,1
1354,4
1355,1
1356,4
1357,3
1358,8
1359,4
1360,3
1361,4
1362,8
1363,4
1364,1
1365,3
1366,3
1367,3
1368,3
1369,1
1370,1
1371,8
1372,8
1373,3
1374,1
1375,8
1376,4
1377,1
1378,3
1379,3
1380,8
1381,3
1382,8
1383,3
1384,8
1385,3
1386,4
1387,8
1388,8
1389,3
1390,4
1391,4
1392,3
1393,1
1394,1
1395,4
1396,3
1397,1
1398,4
1399,3
1400,3
1401,4
1402,3
1403,1
1404,1
1405,3
1406,1
1407,4
1408,1
1409,3
1410,8
1411,8
1412,1
1413,3
1414,3
1415,4
1416,4
1417,1
1418,3
1419,3
1420,4
1421,1
1422,8
1423,4
1424,1
1425,1
1426,1
1427,4
1428,3
1429,8
1430,1
1431,3
1432,1
1433,4
1434,4
1435,8
1436,1
1437,3
1438,8
1439,3
1440,4
1441,1
1442,1
1443,3
1444,3
1445,3
1446,4
1447,8
1448,3
1449,3
1450,3
1451,3
1452,1
1453,1
1454,1
1455,8
1456,4
1457,3
1458,1
1459,4
1460,3
1461,3
1462,3
1463,1
1464,4
1465,8
1466,1
1467,3
1468,3
1469,3
1470,3
1471,3
1472,1
1473,1
1474,8
1475,8
1476,4
1477,1
1478,8
1479,3
1480,4
1481,4
1482,1
1483,8
1484,3
1485,8
1486,8
1487,8
1488,3
1489,1
1490,4
1491,4
1492,8
1493,8
1494,3
1495,3
1496,4
1497,8
1498,1
1499,3
1500,3
1501,4
1502,3
1503,1
1504,8
1505,8
1506,8
1507,1
1508,3
1509,3
1510,3
1511,8
1512,4
1513,4
1514,4
1515,8
1516,1
1517,3
1518,8
1519,8
1520,1
1521,8
1522,3
1523,3
1524,3
1525,8
1526,8
1527,3
1528,8
1529,4
1530,4
1531,3
1532,1
1533,4
1534,1
1535,8
1536,8
1537,3
1538,3
1539,8
1540,4
1541,8
1542,8
1543,3
1544,8
1545,3
1546,4
1547,3
1548,3
1549,1
1550,4
1551,8
1552,8
1553,3
1554,3
1555,4
1556,1
1557,3
1558,1
1559,3
1560,8
1561,4
1562,4
1563,4
1564,4
1565,8
1566,1
1567,8
1568,4
1569,3
1570,1
1571,3
1572,8
1573,8
1574,3
1575,3
1576,4
1577,1
1578,3
1579,3
1580,3
1581,3
1582,8
1583,3
1584,3
1585,3
1586,3
1587,4
1588,4
1589,8
1590,4
1591,3
1592,3
1593,1
1594,1
1595,4
1596,4
1597,1
1598,3
1599,3
1600,3
1601,8
1602,4
1603,3
1604,8
1605,3
1606,8
1607,1
1608,3
1609,8
1610,1
1611,1
1612,8
1613,1
1614,4
1615,8
1616,4
1617,8
1618,4
1619,4
1620,3
1621,8
1622,8
1623,1
1624,1
1625,8
1626,3
1627,1
1628,4
1629,8
1630,1
1631,1
1632,1
1633,8
1634,3
1635,4
1636,8
1637,1
1638,1
1639,4
1640,4
1641,1
1642,4
1643,3
1644,3
1645,1
1646,8
1647,4
1648,8
1649,3
1650,3
1651,3
1652,4
1653,4
1654,4
1655,1
1656,8
1657,1
1658,3
1659,4
1660,8
1661,1
1662,4
1663,1
1664,1
1665,4
1666,3
1667,1
1668,3
1669,3
1670,1
1671,1
1672,3
1673,3
1674,3
1675,3
1676,1
1677,4
1678,4
1679,1
1680,8
1681,1
1682,4
1683,1
1684,8
1685,3
1686,3
1687,8
1688,4
1689,4
1690,4
1691,4
1692,1
1693,8
1694,4
1695,8
1696,3
1697,1
1698,4
1699,8
1700,3
1701,1
1702,3
1703,1
1704,4
1705,1
1706,1
1707,3
1708,3
1709,3
1710,4
1711,1
1712,4
1713,1
1714,8
1715,3
1716,4
1717,3
1718,4
1719,1
1720,4
1721,8
1722,4
1723,8
1724,4
1725,3
1726,8
1727,1
1728,3
1729,3
1730,4
1731,3
1732,1
1733,8
1734,3
1735,8
1736,8
1737,1
1738,4
1739,8
1740,1
1741,8
1742,1
1743,8
1744,3
1745,4
1746,3
1747,3
1748,1
1749,1
1750,1
1751,3
1752,3
1753,4
1754,4
1755,3
1756,8
1757,3
1758,1
1759,8
1760,3
1761,8
1762,3
1763,3
1764,4
1765,8
1766,3
1767,3
1768,3
1769,1
1770,1
1771,8
1772,4
1773,1
1774,1
1775,1
1776,8
1777,1
1778,8
1779,3
1780,8
1781,3
1782,3
1783,8
1784,4
1785,8
1786,8
1787,3
1788,4
1789,8
1790,8
1791,1
1792,4
1793,8
1794,4
1795,4
1796,1
1797,1
1798,8
1799,1
1800,1
1801,4
1802,3
1803,8
1804,8
1805,1
1806,4
1807,4
1808,1
1809,4
1810,8
1811,3
1812,8
1813,4
1814,4
1815,8
1816,4
1817,8
1818,1
1819,3
1820,1
1821,1
1822,1
1823,1
1824,1
1825,8
1826,8
1827,4
1828,1
1829,4
1830,3
1831,1
1832,8
1833,1
1834,1
1835,3
1836,1
1837,4
1838,1
1839,3
1840,4
1841,8
1842,8
1843,3
1844,4
1845,4
1846,8
1847,4
1848,1
1849,1
1850,4
1851,8
1852,1
1853,3
1854,8
1855,3
1856,1
1857,4
1858,3
1859,4
1860,4
1861,4
1862,8
1863,8
1864,3
1865,1
1866,4
1867,4
1868,3
1869,4
1870,8
1871,1
1872,8
1873,3
1874,8
1875,4
1876,8
1877,1
1878,4
1879,4
1880,1
1881,1
1882,3
1883,8
1884,8
1885,8
1886,3
1887,3
1888,3
1889,3
1890,1
1891,1
1892,1
1893,4
1894,4
1895,8
1896,8
1897,3
1898,8
1899,1
1900,4
1901,3
1902,1
1903,4
1904,1
1905,8
1906,1
1907,1
1908,3
1909,8
1910,4
1911,1
1912,4
1913,4
1914,4
1915,3
1916,8
1917,1
1918,1
1919,4
1920,4
1921,4
1922,8
1923,1
1924,8
1925,4
1926,8
1927,3
1928,3
1929,3
1930,8
1931,1
1932,1
1933,4
1934,8
1935,8
1936,1
1937,4
1938,4
1939,3
1940,3
1941,1
1942,1
1943,4
1944,8
1945,8
1946,4
1947,8
1948,1
1949,8
1950,3
1951,3
1952,3
1953,1
1954,3
1955,4
1956,3
1957,8
1958,3
1959,1
1960,8
1961,8
1962,8
1963,3
1964,8
1965,1
1966,4
1967,1
1968,8
1969,3
1970,8
1971,8
1972,4
1973,4
1974,1
1975,4
1976,1
1977,1
1978,3
1979,3
1980,3
1981,3
1982,1
1983,4
1984,1
1985,1
1986,3
1987,1
1988,8
1989,3
1990,1
1991,4
1992,4
1993,3
1994,1
1995,1
1996,1
1997,8
1998,4
1999,4
2000,4
2001,1
2002,1
2003,1
2004,4
2005,1
2006,1
2007,4
2008,3
2009,8
2010,4
2011,1
2012,8
2013,1
2014,1
2015,8
2016,8
2017,3
2018,1
2019,8
2020,8
2021,3
2022,8
2023,8
2024,1
2025,3
2026,4
2027,4
2028,1
2029,8
2030,3
2031,1
2032,8
2033,8
2034,4
2035,3
2036,3
2037,4
2038,4
2039,1
2040,3
2041,8
2042,4
2043,1
2044,8
2045,4
2046,1
2047,8
2048,3
2049,3
2050,1
2051,4
2052,3
2053,1
2054,8
2055,8
2056,1
2057,4
2058,1
2059,1
2060,3
2061,1
2062,4
2063,3
2064,4
2065,1
2066,8
2067,1
2068,1
2069,8
2070,3
2071,4
2072,4
2073,3
2074,1
2075,4
2076,3
2077,8
2078,8
2079,1
2080,8
2081,1
2082,8
2083,3
2084,4
2085,4
2086,1
2087,1
2088,8
2089,4
2090,3
2091,3
2092,4
2093,3
2094,4
2095,8
2096,4
2097,8
2098,4
2099,3
2100,1
2101,4
2102,8
2103,4
2104,4
2105,3
2106,3
2107,3
2108,8
2109,3
2110,1
2111,1
2112,8
2113,3
2114,8
2115,1
2116,3
2117,3
2118,8
2119,1
2120,8
2121,3
2122,1
2123,8
2124,1
2125,4
2126,3
2127,1
2128,3
2129,3
2130,1
2131,1
2132,3
2133,3
2134,1
2135,1
2136,8
2137,8
2138,8
2139,4
2140,1
2141,1
2142,3
2143,1
2144,4
2145,1
2146,1
2147,8
2148,1
2149,1
2150,1
2151,4
2152,1
2153,3
2154,1
2155,1
2156,8
2157,4
2158,1
2159,3
2160,4
2161,4
2162,3
2163,8
2164,8
2165,3
2166,4
2167,1
2168,3
2169,4
2170,3
2171,3
2172,8
2173,8
2174,4
2175,8
2176,4
2177,1
2178,3
2179,3
2180,8
2181,3
2182,4
2183,1
2184,1
2185,8
2186,8
2187,8
2188,1
2189,3
2190,3
2191,3
2192,3
2193,8
2194,3
2195,4
2196,3
2197,1
2198,4
2199,4
2200,3
2201,4
2202,4
2203,1
2204,1
2205,4
2206,1
2207,4
2208,1
2209,8
2210,1
2211,4
2212,8
2213,4
2214,4
2215,8
2216,8
2217,3
2218,3
2219,8
2220,4
2221,1
2222,4
2223,8
2224,3
2225,4
2226,4
2227,4
2228,1
2229,1
2230,4
2231,1
2232,1
2233,4
2234,4
2235,3
2236,3
2237,8
2238,1
2239,8
2240,1
2241,8
2242,1
2243,1
2244,3
2245,8
2246,1
2247,1
2248,1
2249,1
2250,4
2251,1
2252,4
2253,1
2254,8
2255,3
2256,3
2257,3
2258,3
2259,4
2260,1
2261,4
2262,4
2263,3
2264,8
2265,8
2266,8
2267,3
2268,3
2269,4
2270,3
2271,3
2272,8
2273,8
2274,8
2275,1
2276,4
2277,8
2278,3
2279,4
2280,3
2281,3
2282,4
2283,3
2284,4
2285,8
2286,8
2287,8
2288,8
2289,1
2290,1
2291,4
2292,1
2293,4
2294,8
2295,4
2296,8
2297,4
2298,1
2299,4
2300,8
2301,3
2302,8
2303,1
2304,1
2305,8
2306,8
2307,3
2308,1
2309,3
2310,3
2311,3
2312,3
2313,8
2314,4
2315,4
2316,4
2317,1
2318,1
2319,8
2320,3
2321,4
2322,8
2323,8
2324,3
2325,8
2326,8
2327,3
2328,3
2329,4
2330,1
2331,3
2332,3
2333,8
2334,4
2335,4
2336,3
2337,1
2338,3
2339,8
2340,4
2341,8
2342,8
2343,3
2344,1
2345,1
2346,1
2347,3
2348,4
2349,3
2350,1
2351,1
2352,4
2353,8
2354,3
2355,8
2356,4
2357,4
2358,4
2359,8
2360,3
2361,3
2362,4
2363,3
2364,8
2365,8
2366,1
2367,4
2368,1
2369,8
2370,1
2371,4
2372,4
2373,1
2374,1
2375,3
2376,8
2377,1
2378,4
2379,4
2380,3
2381,3
2382,1
2383,8
2384,8
2385,3
2386,8
2387,1
2388,1
2389,1
2390,4
2391,1
2392,3
2393,1
2394,3
2395,3
2396,4
2397,8
2398,8
2399,4
2400,1
2401,1
2402,1
2403,3
2404,3
2405,3
2406,1
2407,1
2408,1
2409,8
2410,8
2411,3
2412,3
2413,8
2414,3
2415,3
2416,3
2417,4
2418,8
2419,1
2420,4
2421,3
2422,4
2423,4
2424,3
2425,1
2426,8
2427,8
2428,1
2429,3
2430,1
2431,8
2432,1
2433,1
2434,3
2435,4
2436,1
2437,8
2438,4
2439,4
2440,1
2441,3
2442,1
2443,4
2444,8
2445,4
2446,8
2447,1
2448,1
2449,1
2450,4
2451,4
2452,1
2453,4
2454,3
2455,4
2456,8
2457,3
2458,8
2459,8
2460,3
2461,3
2462,3
2463,8
2464,1
2465,1
2466,4
2467,3
2468,1
2469,1
2470,8
2471,4
2472,4
2473,8
2474,1
2475,1
2476,3
2477,1
2478,4
2479,8
2480,8
2481,1
2482,3
2483,1
2484,8
2485,3
2486,1
2487,8
2488,4
2489,8
2490,3
2491,3
2492,3
2493,4
2494,4
2495,1
2496,1
2497,3
2498,1
2499,4
2500,8
2501,8
2502,1
2503,1
2504,8
2505,4
2506,3
2507,1
2508,4
2509,8
2510,4
2511,3
2512,8
2513,3
2514,4
2515,3
2516,3
2517,1
2518,8
2519,1
2520,8
2521,1
2522,3
2523,3
2524,4
2525,3
2526,4
2527,1
2528,4
2529,1
2530,8
2531,8
2532,3
2533,3
2534,4
2535,4
2536,1
2537,3
2538,1
2539,8
2540,4
2541,3
2542,4
2543,4
2544,3
2545,4
2546,1
2547,4
2548,3
2549,3
2550,3
2551,8
2552,8
2553,8
2554,3
2555,3
2556,4
2557,4
2558,1
2559,3
2560,3
2561,4
2562,4
2563,4
2564,1
2565,3
2566,4
2567,8
2568,4
2569,8
2570,4
2571,3
2572,3
2573,3
2574,1
2575,4
2576,3
2577,4
2578,8
2579,1
2580,8
2581,4
2582,1
2583,8
2584,1
2585,3
2586,1
2587,4
2588,3
2589,4
2590,3
2591,8
2592,3
2593,8
2594,8
2595,4
2596,8
2597,8
2598,8
2599,1
2600,1
2601,3
2602,3
2603,3
2604,4
2605,1
2606,4
2607,8
2608,1
2609,3
2610,3
2611,1
2612,8
2613,4
2614,8
2615,1
2616,1
2617,4
2618,3
2619,4
2620,1
2621,3
2622,4
2623,1
2624,4
2625,4
2626,1
2627,8
2628,3
2629,3
2630,8
2631,4
2632,3
2633,4
2634,8
2635,8
2636,3
2637,1
2638,3
2639,1
2640,3
2641,8
2642,3
2643,1
2644,1
2645,4
2646,1
2647,3
2648,3
2649,3
2650,4
2651,3
2652,4
2653,3
2654,3
2655,1
2656,3
2657,3
2658,4
2659,1
2660,8
2661,1
2662,1
2663,8
2664,4
2665,3
2666,4
2667,1
2668,3
2669,4
2670,1
2671,8
2672,8
2673,8
2674,8
2675,8
2676,1
2677,3
2678,3
2679,4
2680,1
2681,8
2682,4
2683,1
2684,3
2685,8
2686,8
2687,1
2688,8
2689,4
2690,8
2691,4
2692,4
2693,3
2694,4
2695,4
2696,4
2697,8
2698,3
2699,3
2700,8
2701,8
2702,4
2703,1
2704,4
2705,1
2706,4
2707,4
2708,3
2709,1
2710,4
2711,1
2712,8
2713,4
2714,1
2715,1
2716,4
2717,3
2718,4
2719,3
2720,3
2721,8
2722,3
2723,1
2724,8
2725,3
2726,3
2727,4
2728,3
2729,1
2730,4
2731,8
2732,8
2733,8
2734,8
2735,4
2736,1
2737,1
2738,8
2739,3
2740,8
2741,1
2742,4
2743,1
2744,8
2745,3
2746,1
2747,4
2748,1
2749,4
2750,8
2751,8
2752,3
2753,3
2754,4
2755,8
2756,4
2757,8
2758,8
2759,3
2760,1
2761,1
2762,4
2763,4
2764,3
2765,4
2766,3
2767,3
2768,4
2769,4
2770,3
2771,8
2772,1
2773,1
2774,1
2775,4
2776,8
2777,1
2778,4
2779,8
2780,1
2781,8
2782,1
2783,3
2784,4
2785,1
2786,3
2787,1
2788,1
2789,3
2790,8
2791,1
2792,1
2793,4
2794,3
2795,4
2796,1
2797,3
2798,3
2799,4
2800,4
2801,3
2802,1
2803,1
2804,1
2805,8
2806,3
2807,1
2808,8
2809,1
2810,8
2811,1
2812,4
2813,4
2814,1
2815,1
2816,1
2817,8
2818,4
2819,4
2820,3
2821,8
2822,4
2823,4
2824,8
2825,8
2826,1
2827,1
2828,8
2829,1
2830,4
2831,1
2832,8
2833,4
2834,3
2835,4
2836,3
2837,3
2838,1
2839,4
2840,1
2841,3
2842,3
2843,8
2844,8
2845,3
2846,1
2847,3
2848,1
2849,3
2850,4
2851,3
2852,4
2853,1
2854,4
2855,4
2856,8
2857,3
2858,8
2859,8
2860,1
2861,1
2862,3
2863,3
2864,8
2865,8
2866,3
2867,3
2868,8
2869,3
2870,4
2871,1
2872,1
2873,4
2874,4
2875,3
2876,1
2877,1
2878,1
2879,8
2880,3
2881,4
2882,3
2883,3
2884,1
2885,4
2886,3
2887,3
2888,8
2889,3
2890,3
2891,4
2892,3
2893,8
2894,3
2895,3
2896,1
2897,3
2898,3
2899,1
2900,8
2901,8
2902,3
2903,3
2904,3
2905,3
2906,3
2907,1
2908,4
2909,4
2910,1
2911,8
2912,4
2913,1
2914,1
2915,1
2916,4
2917,3
2918,3
2919,3
2920,8
2921,3
2922,3
2923,8
2924,4
2925,1
2926,3
2927,1
2928,8
2929,3
2930,8
2931,8
2932,1
2933,1
2934,4
2935,8
2936,1
2937,4
2938,1
2939,3
2940,3
2941,4
2942,8
2943,8
2944,1
2945,1
2946,4
2947,3
2948,1
2949,1
2950,4
2951,1
2952,4
2953,8
2954,4
2955,1
2956,4
2957,1
2958,1
2959,4
2960,1
2961,3
2962,1
2963,8
2964,3
2965,1
2966,8
2967,3
2968,1
2969,3
2970,1
2971,8
2972,1
2973,8
2974,1
2975,1
2976,3
2977,4
2978,3
2979,4
2980,1
2981,4
2982,3
2983,4
2984,4
2985,3
2986,4
2987,3
2988,1
2989,4
2990,4
2991,4
2992,4
2993,1
2994,8
2995,3
2996,1
2997,4
